fin_coa_cd|org_cd|obj_id|ver_nbr|descrshort|company|setid_location|location|tax_location_cd|manager_unvl_id|manager_posn|budget_yr_end_dt|budget_lvl|gl_expense|eeo4_function|accident_ins|si_accident_num|hazard|estabid|riskcd|fte_edit_indc|dept_tenure_flg|tl_distrib_info|use_budgets|use_encumbrances|use_distribution|budget_deptid|dist_prorate_optn|hp_stats_dept_cd|hp_stats_faculty|accounting_owner|country_grp|iu_org_mail_drp_cd|iu_org_address_2|iu_org_address_3|iu_campus_cd|iu_campus_bldg|iu_campus_room|iu_posn_allow_fl|iu_tenure_allow_fl|iu_title_allow_fl|iu_occ_un_allow_fl|org_fscl_aprvr_uid|last_update_date|
BL|SPHR|11400DC3EFB8041EE043814FD881041E|1.0|BL-SPHR|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SPHR| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|SPHS|11400DC3EFB9041EE043814FD881041E|1.0|BL-SPHS|IU|IUBLA|BL|BL|2142103403||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-SPHS|||||||||BL|||Y|Y|Y|Y|2142103403|20031017000000|
BL|SPMG|11400DC3EFBA041EE043814FD881041E|1.0|BL-SPMG|IU|IUBLA|BL|BL|2371700399| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SPMG| | | | | | | | |BL|| |Y|N|N|Y|2371700399|20021102000000|
BL|SPTH|11400DC3EFBB041EE043814FD881041E|1.0|BL-SPTH|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SPTH| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|SRS|11400DC3F38B041EE043814FD881041E|1.0|BL-SRS|IU||||4406304317||||||||||||||||||||||||||BL|||||||1730300231|20041215000000|
BL|SSAL|11400DC3F37A041EE043814FD881041E|1.0|BL-SSAL|IU||||||||||||||||||||||||||||||BL|||||||1529707192|20030506000000|
BL|SSDC|11400DC3EFBC041EE043814FD881041E|1.0|BL-SSDC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SSDC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|SSED|11400DC3F35A041EE043814FD881041E|1.0|BL-SSED|IU||||||||||||||||||||||||||||||BL|||||||5045602480|20040506000000|
BL|SSER|11400DC3EFBD041EE043814FD881041E|1.0|BL-SSER|IU|IUBLA|BL|BL|2552809682||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-SSER|||||||||BL|||Y|N|Y|Y|2552809682|20040310000000|
BL|SSHP|11400DC3F35C041EE043814FD881041E|1.0|BL-SSHP|IU||||||||||||||||||||||||||||||BL|||||||3083208092|20030309000000|
BL|SSJO|11400DC3F356041EE043814FD881041E|1.0|BL-SSJO|IU||||||||||||||||||||||||||||||BL|||||N||5089905442|20030418000000|
BL|SSLA|11400DC3F35D041EE043814FD881041E|1.0|BL-SSLA|IU||||||||||||||||||||||||||||||BL|||||||4496100083|20030309000000|
BL|SSMU|11400DC3F35B041EE043814FD881041E|1.0|BL-SSMU|IU||||||||||||||||||||||||||||||BL|||||||2422606713|20030309000000|
BL|SSOB|11400DC3F359041EE043814FD881041E|1.0|BL-SSOB|IU||||||||||||||||||||||||||||||BL|||||||1777902237|20030309000000|
BL|SSOP|11400DC3F358041EE043814FD881041E|1.0|BL-SSOP|IU||||||||||||||||||||||||||||||BL|||||||2843302291|20030309000000|
BL|SSRW|11400DC3EFBE041EE043814FD881041E|1.0|BL-SSRW|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SSRW| | | | | | | | |BL|| |N|Y|Y|N||20021102000000|
BL|SSSL|11400DC3F357041EE043814FD881041E|1.0|BL-SSSL|IU||||||||||||||||||||||||||||||BL|||||||5268706644|20030309000000|
BL|STAT|11400DC3EFBF041EE043814FD881041E|1.0|BL-STAT|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-STAT| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|STF|11400DC3F36C041EE043814FD881041E|1.0|BL-STF|IU||||||||||||||||||||||||||||||BL|||||||2093401908|20030321000000|
BL|STGD|11400DC3EFC4041EE043814FD881041E|1.0|BL-STGD|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-STGD| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|STNG|11400DC3EFC0041EE043814FD881041E|1.0|BL-STNG|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-STNG| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|STRA|11400DC3EFC1041EE043814FD881041E|1.0|BL-STRA|IU|IUBLA|BL|BL|4054206419||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-STRA|||||||||BL|||Y|N|Y|N|4054206419|20030623000000|
BL|SUMS|11400DC3EFC2041EE043814FD881041E|1.0|BL-SUMS|IU|IUBLA|BL|BL|2676505139| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SUMS| | | | | | | | |BL|| |Y|Y|Y|Y|2676505139|20021102000000|
BL|SURG|11400DC3EFC5041EE043814FD881041E|1.0|BL-SURG|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SURG| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|SURV|11400DC3EFC3041EE043814FD881041E|1.0|BL-SURV|IU||||2065607872||||||||||||||||||||||||||BL|||Y||Y||1281507983|20050217000000|
BL|SWNL|11400DC3EFC6041EE043814FD881041E|1.0|BL-SWNL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-SWNL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|TAAL|11400DC3EFC7041EE043814FD881041E|1.0|BL-TAAL|IU|IUBLA|BL|BL|5368508241| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-TAAL| | | | | | | | |BL|| |Y|N|Y|Y|5368508241|20021102000000|
BL|TAPP|11400DC3EFCE041EE043814FD881041E|1.0|BL-TAPP|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-TAPP| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|TBI|11400DC3F45E041EE043814FD881041E|1.0|BL-TBI|IU||||||||||||||||||||||||||||||BL|||||Y||6076602019|20050304000000|
BL|TCHE|11400DC3F465041EE043814FD881041E|1.0|BL-TCHE|IU||||||||||||||||||||||||||||||BL|||||Y||5691404828|20050304000000|
BL|TCIS|11400DC3F395041EE043814FD881041E|1.0|BL-TCIS|IU||||1872708343||||||||||||||||||||||||||BL|||||||2362105752|20041112000000|
BL|TCSC|11400DC3F468041EE043814FD881041E|1.0|BL-TCSC|IU||||||||||||||||||||||||||||||BL|||||Y||1250802481|20050304000000|
BL|TECS|11400DC3EFCF041EE043814FD881041E|1.0|BL-TECS|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-TECS| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|TEDU|11400DC3F479041EE043814FD881041E|1.0|BL-TEDU|IU||||||||||||||||||||||||||||||BL|||||Y||5045602480|20050304000000|
BL|TEED|11400DC3EFC8041EE043814FD881041E|1.0|BL-TEED|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-TEED| | | | | | | | |BL|| |N|N|Y|N||20040429000000|
BL|TELC|11400DC3EFC9041EE043814FD881041E|1.0|BL-TELC|IU||||3940305045||||||||||||||||||||||||||BL|||Y|Y|Y|Y|3940305045|20021218000000|
BL|TELE|11400DC3F426041EE043814FD881041E|1.0|BL-TELE|IU||||||||||||||||||||||||||||||BL|||||Y|||20040615000000|
BL|TENN|11400DC3F365041EE043814FD881041E|1.0|BL-TENN|IU||||4507204997||||||||||||||||||||||||TENNIS CENTER||BL|BL602||||||1322802627|20041202000000|
BL|TERC|11400DC3EFCA041EE043814FD881041E|1.0|BL-TERC|IU|IUBLA|BL|BL|1881202850| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-TERC| | | | | | | | |BL|| |Y|N|Y|Y|1881202850|20021102000000|
BL|THRY|11400DC3EFCB041EE043814FD881041E|1.0|BL-THRY|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-THRY| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|THTR|11400DC3EFCC041EE043814FD881041E|1.0|BL-THTR|IU|IUBLA|BL|BL|1246104058||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-THTR|||||||||BL|||Y|Y|Y|Y|1246104058|20030927000000|
BL|TIUF|11400DC3F47A041EE043814FD881041E|1.0|BL-TIUF|IU||||||||||||||||||||||||||||||BL|||||Y||4762009731|20050304000000|
BL|TPHY|11400DC3F466041EE043814FD881041E|1.0|BL-TPHY|IU||||||||||||||||||||||||||||||BL|||||Y||1545104915|20050304000000|
BL|UAFI|11400DC3F45C041EE043814FD881041E|1.0|BL-UAFI|IU||||||||||||||||||||||||||||||BL|||||Y||5154406618|20050304000000|
BL|UAFO|11400DC3F45B041EE043814FD881041E|1.0|BL-UAFO|IU||||||||||||||||||||||||||||||BL|||||Y||2620008671|20050304000000|
BL|UARC|11400DC3EFCD041EE043814FD881041E|1.0|BL-UARC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-UARC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|UCLA|11400DC3F45A041EE043814FD881041E|1.0|BL-UCLA|IU||||||||||||||||||||||||||||||BL|||||Y||5331201785|20050304000000|
BL|UCMP|11400DC3EFD0041EE043814FD881041E|1.0|BL-UCMP|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-UCMP| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|UDIV|11400DC3EFD1041EE043814FD881041E|1.0|BL-UDIV|IU|IUBLA|BL|BL|3616406417||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-UDIV|||||||||BL|||Y|N|Y|Y|3616406417|20030927000000|
BL|UGLF|11400DC3EFD8041EE043814FD881041E|1.0|BL-UGLF|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-UGLF| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|UGLL|11400DC3F456041EE043814FD881041E|1.0|BL-UGLL|IU||||||||||||||||||||||||||||||BL|||||Y||2620008671|20050304000000|
BL|UGLS|11400DC3EFD2041EE043814FD881041E|1.0|BL-UGLS|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-UGLS| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|UHIS|11400DC3F462041EE043814FD881041E|1.0|BL-UHIS|IU||||||||||||||||||||||||||||||BL|||||Y||3439809008|20050304000000|
BL|UIND|11400DC3F461041EE043814FD881041E|1.0|BL-UIND|IU||||||||||||||||||||||||||||||BL|||||Y||5331201785|20050304000000|
BL|UISM|11400DC3F459041EE043814FD881041E|1.0|BL-UISM|IU||||||||||||||||||||||||||||||BL|||||Y||5331201785|20050304000000|
BL|UNPR|11400DC3EFD3041EE043814FD881041E|1.0|BL-UNPR|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-UNPR| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|UPOL|11400DC3F45F041EE043814FD881041E|1.0|BL-UPOL|IU||||2552202601||||||||||||||||||||||||||BL|||||Y|||20050304000000|
BL|URE|11400DC3F460041EE043814FD881041E|1.0|BL-URE|IU||||||||||||||||||||||||||||||BL|||||Y||2537809390|20050304000000|
BL|UREL|11400DC3F427041EE043814FD881041E|1.0|BL-UREL|IU||||||||||||||||||||||||||||||BL|||||Y|||20040615000000|
BL|UROL|11400DC3EFD9041EE043814FD881041E|1.0|BL-UROL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-UROL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|USOC|11400DC3F45D041EE043814FD881041E|1.0|BL-USOC|IU||||||||||||||||||||||||||||||BL|||||Y||2698204697|20050304000000|
BL|UTTW|11400DC3F393041EE043814FD881041E|1.0|BL-UTTW|IU||||1872708343||||||||||||||||||||||||||BL|||||||2362105752|20041112000000|
BL|VET|11400DC3EFD4041EE043814FD881041E|1.0|BL-VET|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-VET|||||||||BL|||N|N|Y|N|2552809682|20030829000000|
BL|VICT|11400DC3EFD5041EE043814FD881041E|1.0|BL-VICT|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-VICT| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|VOIC|11400DC3EFD6041EE043814FD881041E|1.0|BL-VOIC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-VOIC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|VPAA|11400DC3EFD7041EE043814FD881041E|1.0|BL-VPAA|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-VPAA| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|VPAS|11400DC3F34F041EE043814FD881041E|1.0|BL-VPAS|IU||||||||||||||||||||||||||||||BL|||||||1872708343|20030228000000|
BL|VPBC|11400DC3EFDA041EE043814FD881041E|1.0|BL-VPBC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-VPBC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|VPBL|11400DC3EFDB041EE043814FD881041E|1.0|BL-VPBL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-VPBL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|VPGA|11400DC3EFDC041EE043814FD881041E|1.0|BL-VPGA|IU|IUBLA|BL|BL|5789807604||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-VPGA|||||||||BL|||Y|N|N|Y|1872708343|20041215000000|
BL|WCEN|11400DC3EFDD041EE043814FD881041E|1.0|BL-WCEN|IU||||3616406417||||||||||||||||||||||||||BL|||Y|N|Y|N|3616406417|20030115000000|
BL|WDWN|11400DC3EFDE041EE043814FD881041E|1.0|BL-WDWN|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-WDWN| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|WEC|11400DC3EFE8041EE043814FD881041E|1.0|BL-WEC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-WEC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|WEUR|11400DC3EFDF041EE043814FD881041E|1.0|BL-WEUR|IU||||5877408321||||||||||||||||||||||||||BL|||Y|Y|Y|Y|5877408321|20030121000000|
BL|WKST|11400DC3EFE0041EE043814FD881041E|1.0|BL-WKST|IU|IUBLA|BL|BL|5157601830||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-WKST|||||||||BL|||Y|N|N|N|5157601830|20031009000000|
BL|WOAF|11400DC3EFE1041EE043814FD881041E|1.0|BL-WOAF|IU|IUBLA|BL|BL|1872708343||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-WOAF|||||||||BL|||Y|N|Y|Y|6144301059|20041202000000|
BL|WPTP|11400DC3EFE2041EE043814FD881041E|1.0|BL-WPTP|IU||||5049708811||||||||||||||||||||||||||BL|||Y||Y|Y|1948501211|20041215000000|
BL|WRRC|11400DC3EFE7041EE043814FD881041E|1.0|BL-WRRC|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-WRRC| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
BL|WSCH|11400DC3EFE3041EE043814FD881041E|1.0|BL-WSCH|IU|IUBLA|BL|BL|||630.0|D||15||||IU||N|N|N|Y|Y|N|BL-WSCH|||||||||BL|||N|N|Y|N|3841704205|20030228000000|
BL|ZOOL|11400DC3EFE6041EE043814FD881041E|1.0|BL-ZOOL|IU|IUBLA|BL|BL|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|BL-ZOOL| | | | | | | | |BL|| |N|N|Y|N||20021102000000|
EA|AADV|11400DC3EFE5041EE043814FD881041E|1.0|EA-AADV|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-AADV| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|AAOA|11400DC3EFE4041EE043814FD881041E|1.0|EA-AAOA|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-AAOA| | | | | | | | |EA|| |Y|N|N|Y|2868007063|20021102000000|
EA|ACAD|11400DC3EFE9041EE043814FD881041E|1.0|EA-ACAD|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ACAD| | | | | | | | |EA|| |Y|N|Y|N|2868007063|20021102000000|
EA|ACDS|11400DC3EFEA041EE043814FD881041E|1.0|EA-ACDS|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ACDS| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|ACTG|11400DC3EFEB041EE043814FD881041E|1.0|EA-ACTG|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ACTG| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ADAF|11400DC3EFEC041EE043814FD881041E|1.0|EA-ADAF|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ADAF| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ADMS|11400DC3EFED041EE043814FD881041E|1.0|EA-ADMS|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ADMS| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|AFFA|11400DC3EFEE041EE043814FD881041E|1.0|EA-AFFA|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-AFFA| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|AFRO|11400DC3F3DD041EE043814FD881041E|1.0|EA-AFRO|IU||||||||||||||||||||||||||||||EA|||||Y|||20040615000000|
EA|ANAT|11400DC3EFEF041EE043814FD881041E|1.0|EA-ANAT|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ANAT| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ANPH|11400DC3EFF0041EE043814FD881041E|1.0|EA-ANPH|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ANPH| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ANTH|11400DC3EFF1041EE043814FD881041E|1.0|EA-ANTH|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ANTH| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ARSC|11400DC3EFF2041EE043814FD881041E|1.0|EA-ARSC|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ARSC| | | | | | | | |EA|| |N|Y|Y|N||20021102000000|
EA|AST|11400DC3EFF3041EE043814FD881041E|1.0|EA-AST|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-AST| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ATH|11400DC3EFF4041EE043814FD881041E|1.0|EA-ATH|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ATH| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|BI|11400DC3EFF5041EE043814FD881041E|1.0|EA-BI|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BI| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|BOOK|11400DC3EFF6041EE043814FD881041E|1.0|EA-BOOK|IU|IUEAA|EA|EA|5558702729||630.0|D||15||||IU||N|N|N|Y|Y|N|EA-BOOK|||||||||EA|||Y|N|N|N|2868007063|20031009000000|
EA|BPTD|11400DC3EFF7041EE043814FD881041E|1.0|EA-BPTD|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BPTD| | | | | | | | |EA|| |N|Y|Y|N||20021102000000|
EA|BSSD|11400DC3EFF8041EE043814FD881041E|1.0|EA-BSSD|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BSSD| | | | | | | | |EA|| |Y|Y|Y|N|2868007063|20021102000000|
EA|BST|11400DC3EFF9041EE043814FD881041E|1.0|EA-BST|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BST| | | | | | | | |EA|| |N|Y|Y|N||20021102000000|
EA|BURS|11400DC3EFFA041EE043814FD881041E|1.0|EA-BURS|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BURS| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|BUS|11400DC3F3DE041EE043814FD881041E|1.0|EA-BUS|IU||||||||||||||||||||||||||||||EA|||||Y|||20040615000000|
EA|BUSA|11400DC3F3DF041EE043814FD881041E|1.0|EA-BUSA|IU||||||||||||||||||||||||||||||EA|||||Y|||20040615000000|
EA|BUSD|11400DC3EFFB041EE043814FD881041E|1.0|EA-BUSD|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BUSD| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|BUSE|11400DC3EFFC041EE043814FD881041E|1.0|EA-BUSE|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BUSE| | | | | | | | |EA|| |Y|Y|Y|N|2868007063|20021102000000|
EA|BUSM|11400DC3EFFD041EE043814FD881041E|1.0|EA-BUSM|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-BUSM| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|CENT|11400DC3EFFE041EE043814FD881041E|1.0|EA-CENT|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CENT| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|CHAN|11400DC3EFFF041EE043814FD881041E|1.0|EA-CHAN|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CHAN| | | | | | | | |EA|| |Y|N|Y|N|2868007063|20021102000000|
EA|CHCR|11400DC3F000041EE043814FD881041E|1.0|EA-CHCR|IU|IUEAA|EA|EA|5558702729||630.0|D||15||||IU||N|N|N|Y|Y|N|EA-CHCR|||||||||EA|||Y|N|N|N|2868007063|20031009000000|
EA|CHEM|11400DC3F001041EE043814FD881041E|1.0|EA-CHEM|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CHEM| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|CHP|11400DC3F00B041EE043814FD881041E|1.0|EA-CHP|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CHP| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|CJTC|11400DC3F3E0041EE043814FD881041E|1.0|EA-CJTC|IU||||||||||||||||||||||||||||||EA|||||Y|||20040615000000|
EA|COCO|11400DC3F002041EE043814FD881041E|1.0|EA-COCO|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-COCO| | | | | | | | |EA|| |N|Y|Y|N||20021102000000|
EA|CONN|11400DC3F003041EE043814FD881041E|1.0|EA-CONN|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CONN| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|CPPS|11400DC3F00C041EE043814FD881041E|1.0|EA-CPPS|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CPPS| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|CRIM|11400DC3F004041EE043814FD881041E|1.0|EA-CRIM|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CRIM| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|CSER|11400DC3F005041EE043814FD881041E|1.0|EA-CSER|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CSER| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|CTED|11400DC3F006041EE043814FD881041E|1.0|EA-CTED|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CTED| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|CTSD|11400DC3F007041EE043814FD881041E|1.0|EA-CTSD|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-CTSD| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|DGTS|11400DC3F3E1041EE043814FD881041E|1.0|EA-DGTS|IU||||||||||||||||||||||||||||||EA|||||Y|||20040615000000|
EA|EA|11400DC3F008041EE043814FD881041E|1.0|EA-EA|IU|IUEAA|EA|EA|5558702729||630.0|D||15||||IU||N|N|N|Y|Y|N|EA-EA|||||||||EA|||N|N|N|Y|2868007063|20040921000000|
EA|ECON|11400DC3F009041EE043814FD881041E|1.0|EA-ECON|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ECON| | | | | | | | |EA|| |N|N|Y|N||20021102000000|
EA|ECTR|11400DC3F00A041EE043814FD881041E|1.0|EA-ECTR|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-ECTR| | | | | | | | |EA|| |Y|N|N|N|2868007063|20021102000000|
EA|EDUA|11400DC3F3E2041EE043814FD881041E|1.0|EA-EDUA|IU||||||||||||||||||||||||||||||EA|||||Y|||20040615000000|
EA|EDUC|11400DC3F00D041EE043814FD881041E|1.0|EA-EDUC|IU|IUEAA|EA|EA|5558702729| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-EDUC| | | | | | | | |EA|| |Y|N|Y|N|2868007063|20021102000000|
EA|EDUD|11400DC3F00E041EE043814FD881041E|1.0|EA-EDUD|IU|IUEAA|EA|EA|| |630.0|D| |15| | | |IU| |N|N|N|Y|Y|N|EA-EDUD| | | | | | | | |EA|| |N|Y|Y|N||20021102000000|
