fin_coa_cd|fin_obj_level_cd|obj_id|ver_nbr|fin_obj_level_nm|fin_objlvl_shrt_nm|fin_cons_obj_cd|fin_objlvl_actv_cd|fin_report_sort_cd|
SE|OTHR|014FEE34CED39BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
SE|OTHS|014FEE34CED49BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
SE|PART|014FEE34CED59BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
SE|PHON|014FEE34CED69BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
SE|PLNT|014FEE34CED79BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
SE|PRIN|014FEE34CED89BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
SE|PRSA|014FEE34CED99BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
SE|R&M|014FEE34CEDA9BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
SE|RENT|014FEE34CEDB9BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
SE|RESA|014FEE34CEDC9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
SE|RESV|014FEE34CEDD9BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
SE|S&E|014FEE34CEDE9BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
SE|SAAC|014FEE34CEDF9BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
SE|SAAP|014FEE34CEE09BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
SE|SASV|014FEE34CEE19BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
SE|SERV|014FEE34CEE29BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
SE|SINV|014FEE34CF689BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
SE|STAP|014FEE34CEE39BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
SE|STUF|014FEE34CEE49BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
SE|SUPL|014FEE34CEE59BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
SE|TAX|014FEE34CEE69BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
SE|TAXP|014FEE34CEE79BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
SE|TRAN|014FEE34CEE89BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
SE|TRAV|014FEE34CEE99BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
SE|TREX|014FEE34CF9F9BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
SE|TRFE|014FEE34CEEA9BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
SE|TRFI|014FEE34CEEB9BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
SE|TRIN|014FEE34CEEC9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
SE|UTIL|014FEE34CEED9BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
SE|VADJ|014FEE34CEEE9BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
UA|ACLI|014FEE34CEEF9BEEE043814FD8819BEE|1.0|ACCRUED LIABILITIES|ACCR LIAB|LIAB|Y|RK|
UA|ACPA|014FEE34CEF09BEEE043814FD8819BEE|1.0|ACCOUNTS PAYABLE|ACCT PAY|LIAB|Y|RA|
UA|ACPY|014FEE34CEF19BEEE043814FD8819BEE|1.0|ACCRUED PAYROLL|ACCR PAYROLL|LIAB|Y|RF|
UA|ACSA|014FEE34CEF29BEEE043814FD8819BEE|1.0|ACADEMIC SALARIES|ACADEMIC SAL|CMPN|Y|FA|
UA|ADV|014FEE34CEF39BEEE043814FD8819BEE|1.0|ADVERTISING AND PROMOTIONAL EXP|ADVERT PROMO|GENX|Y|LA|
UA|AR|014FEE34CEF49BEEE043814FD8819BEE|1.0|ACCOUNTS RECEIVABLE|ACCT RECV|ASST|Y|NP|
UA|ASSE|014FEE34CEF59BEEE043814FD8819BEE|1.0|ASSESSMENTS|ASSESSMENTS|GENX|Y|MF|
UA|BASE|014FEE34CEF69BEEE043814FD8819BEE|1.0|ASSESMENTS EXPENDITURES|ASSESS EXP|ASEX|Y|MA|
UA|BASR|014FEE34CEF79BEEE043814FD8819BEE|1.0|ASSESMENTS REVENUE|ASSESS REV|ASRE|Y|EF|
UA|BASS|014FEE34CEF89BEEE043814FD8819BEE|1.0|BUDGET ASSETS|BUD ASSETS|ASST|Y|NF|
UA|BCAS|014FEE34CEF99BEEE043814FD8819BEE|1.0|BEGINNING CASH|BEGIN CASH|OTRE|Y|AA|
UA|BCOM|014FEE34CEFA9BEEE043814FD8819BEE|1.0|BUDGET COMPENSATION|BUD COMPENSA|CMPN|Y|EV|
UA|BENF|014FEE34CEFB9BEEE043814FD8819BEE|1.0|BENEFITS|BENEFITS|CMPN|Y|GP|
UA|BFRE|014FEE34CEFC9BEEE043814FD8819BEE|1.0|BUDGET-FEE REMISSION|BUD FEE REM|SCHL|Y|GV|
UA|BGEX|014FEE34CEFD9BEEE043814FD8819BEE|1.0|BUDGET-GENERAL EXPENSE|BUD GEN EXP|GENX|Y|HF|
UA|BISA|014FEE34CEFE9BEEE043814FD8819BEE|1.0|BI-WEEKLY SALARIES|BIWEEK SAL|CMPN|Y|FV|
UA|BLIA|014FEE34CEFF9BEEE043814FD8819BEE|1.0|BUDGET-LIABILITY|BUD LIABILIT|LIAB|Y|PV|
UA|BNDP|014FEE34CF009BEEE043814FD8819BEE|1.0|BONDS PAYABLE|BONDS PAY|LIAB|Y|SA|
UA|BORE|014FEE34CF019BEEE043814FD8819BEE|1.0|BUDGET-OTHER REVENUE|BUD OTH REV|OTRE|Y|CP|
UA|BSTF|014FEE34CF029BEEE043814FD8819BEE|1.0|BUDGET-STUDENT FEES|BUD STU FEES|STFE|Y|AF|
UA|C&G|014FEE34CF039BEEE043814FD8819BEE|1.0|CONTRACT & GRANTS (SPONS. PROG)|C&G|OTRE|Y|CV|
UA|CAP|014FEE34CF049BEEE043814FD8819BEE|1.0|CAPITAL ASSETS|CAP ASSETS|CPTL|Y|MP|
UA|CASH|014FEE34CF059BEEE043814FD8819BEE|1.0|CASH|CASH|ASST|Y|NK|
UA|COMP|014FEE34CF069BEEE043814FD8819BEE|1.0|COMPUTING SERVICES|COMP SERV|GENX|Y|JP|
UA|CORE|014FEE34CF879BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES OUT|ALLOT/CHR:EX|TRSF|Y|DX|
UA|CORI|014FEE34CF939BEEE043814FD8819BEE|1.0|ALLOTMENTS & CHARGES IN|ALLOT/CHR:IN|TRSF|Y|DT|
UA|COSV|014FEE34CF079BEEE043814FD8819BEE|1.0|CONTRACTUAL SERVICES|CONTRACT SRV|GENX|Y|KK|
UA|CREX|014FEE34CF089BEEE043814FD8819BEE|1.0|COST RECOVERIES-EXPENSE|COST REC EXP|GENX|Y|JK|
UA|CRIN|014FEE34CF099BEEE043814FD8819BEE|1.0|COST RECOVERIES-INCOME|COST REC INC|OTRE|Y|EP|
UA|CSEQ|014FEE34CF549BEEE043814FD8819BEE|1.0|CASH EQUIVALENTS|CASH EQUIV|ASST|Y|CQ|
UA|DEBT|014FEE34CF0A9BEEE043814FD8819BEE|1.0|FINANCIAL/DEBT SERVICES|DEBT SERV|GENX|Y|HP|
UA|DEFR|014FEE34CF619BEEE043814FD8819BEE|1.0|DEFERRED REVENUE|DEFERRED REV|LIAB|Y|DE|
UA|DEPR|014FEE34CF3F9BEEE043814FD8819BEE|1.0|DEPRECIATION|DEPRECIATION|GENX|Y|DR|
UA|FINA|014FEE34CF0B9BEEE043814FD8819BEE|1.0|STUDENT FINANCIAL AID|FINANCE AID|SCHL|Y|HA|
UA|FUBL|014FEE34CF0C9BEEE043814FD8819BEE|1.0|FUND BALANCE|FUND BALANCE|FDBL|Y|SK|
UA|GIFT|014FEE34CF0D9BEEE043814FD8819BEE|1.0|GIFTS|GIFTS|OTRE|Y|DF|
UA|HRCO|014FEE34CF0E9BEEE043814FD8819BEE|1.0|HOURLY COMPENSATION|HOURLY COMP|CMPN|Y|GK|
UA|ICOE|014FEE34CF0F9BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY EXPENSE|IND COST EXP|IDEX|Y|JF|
UA|ICOR|014FEE34CF109BEEE043814FD8819BEE|1.0|INDIRECT COST RECOVERY INCOME|IND COST INC|IDIN|Y|EA|
UA|INS1|014FEE34CF119BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 1|INSTRUC SUM1|STFE|Y|AP|
UA|INS2|014FEE34CF129BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL SUMMR 2|INSTRUC SUM2|STFE|Y|BA|
UA|INSF|014FEE34CF139BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-FALL|INSTRUC FALL|STFE|Y|BK|
UA|INSS|014FEE34CF149BEEE043814FD8819BEE|1.0|STU.FEES INSTRUCTIONAL-SPRING|INSTR SPRING|STFE|Y|BV|
UA|INV|014FEE34CF159BEEE043814FD8819BEE|1.0|INVENTORY|INVENTORY|ASST|Y|PA|
UA|INVA|014FEE34CF169BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|ASST|Y|PK|
UA|INVR|014FEE34CF179BEEE043814FD8819BEE|1.0|INVESTMENTS|INVEST|OTRE|Y|DA|
UA|NC|014FEE34CF189BEEE043814FD8819BEE|1.0|NON-CAPITAL EQUIPMENT|NON-CAPITAL|GENX|Y|LK|
UA|NORE|014FEE34CF199BEEE043814FD8819BEE|1.0|NOTES RECEIVABLE|NOTES REC|ASST|Y|NV|
UA|NOTP|014FEE34CF1A9BEEE043814FD8819BEE|1.0|NOTES PAYABLE|NOTES PAY|LIAB|Y|RV|
UA|OASS|014FEE34CF1B9BEEE043814FD8819BEE|1.0|OTHER|OTHER ASSETS|ASST|Y|PF|
UA|OEXP|014FEE34CF1C9BEEE043814FD8819BEE|1.0|OTHER SPECIFIC OPERATING EXPENSE|OTHER EXP|GENX|Y|LP|
UA|OLIA|014FEE34CF1D9BEEE043814FD8819BEE|1.0|OTHER LIABILITIES|OTHER LIAB|LIAB|Y|SF|
UA|OTH1|014FEE34CF1E9BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 1|OTHER SUM1|STFE|Y|AV|
UA|OTH2|014FEE34CF1F9BEEE043814FD8819BEE|1.0|STUDENT FEES-OTHER SUMMER 2|OTHER SUM2|STFE|Y|BF|
UA|OTHF|014FEE34CF209BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER-FALL|OTHER FALL|STFE|Y|BP|
UA|OTHL|014FEE34CF6F9BEEE043814FD8819BEE|1.0|OTHER LONG-TERM LIAB|OTH LT LIAB|LIAB|Y|OL|
UA|OTHR|014FEE34CF219BEEE043814FD8819BEE|1.0|OTHER REVENUE|OTHER REV|OTRE|Y|DP|
UA|OTHS|014FEE34CF229BEEE043814FD8819BEE|1.0|STUDENT FEES OTHER -SPRING|OTHER SPRING|STFE|Y|CA|
UA|PART|014FEE34CF239BEEE043814FD8819BEE|1.0|PART-TIME INSTRUCTION - NON STUDENT|P-T INSTRUCT|CMPN|Y|FF|
UA|PHON|014FEE34CF249BEEE043814FD8819BEE|1.0|TELEPHONE & POSTAGE|TELE POST|GENX|Y|JV|
UA|PLNT|014FEE34CF259BEEE043814FD8819BEE|1.0|PLANT|PLANT|ASST|Y|PP|
UA|PRIN|014FEE34CF269BEEE043814FD8819BEE|1.0|PRINTING AND DUPLICATING|PRINT DUPL|GENX|Y|KA|
UA|PRSA|014FEE34CF279BEEE043814FD8819BEE|1.0|PROFESSIONAL SALARIES|PROF SAL|CMPN|Y|FP|
UA|R&M|014FEE34CF289BEEE043814FD8819BEE|1.0|REPAIRS AND MAINTENANCE|REPAIR MAINT|GENX|Y|KV|
UA|RENT|014FEE34CF299BEEE043814FD8819BEE|1.0|RENTS AND NON-CAPITAL LEASES|RENTS|GENX|Y|KP|
UA|RESA|014FEE34CF2A9BEEE043814FD8819BEE|1.0|PURCHASES FOR RESALE|RESALE|GENX|Y|LV|
UA|RESV|014FEE34CF2B9BEEE043814FD8819BEE|1.0|RESERVES|RESERVES|RSRX|Y|NA|
UA|S&E|014FEE34CF2C9BEEE043814FD8819BEE|1.0|SUPPLIES AND GENERAL EXPENSE|S&E|GENX|Y|LF|
UA|SAAC|014FEE34CF2D9BEEE043814FD8819BEE|1.0|SALARY ACCRUAL EXPENSES|SAL ACCRUAL|CMPN|Y|GF|
UA|SAAP|014FEE34CF2E9BEEE043814FD8819BEE|1.0|STUDENT ACADEMIC APPOINTEES|STUDENT ACAD|CMPN|Y|FK|
UA|SASV|014FEE34CF2F9BEEE043814FD8819BEE|1.0|SALES AND SERVICES|SALESSERV|OTRE|Y|DK|
UA|SERV|014FEE34CF309BEEE043814FD8819BEE|1.0|OTHER SERVICES|OTHER SERV|GENX|Y|KF|
UA|SINV|014FEE34CF6C9BEEE043814FD8819BEE|1.0|SHORT-TERM INVESTMENTS|S-T INVEST|ASST|Y|ST|
UA|STAP|014FEE34CF319BEEE043814FD8819BEE|1.0|STATE APPROPRIATIONS|STATE APPROP|SAPR|Y|CK|
UA|STUF|014FEE34CF329BEEE043814FD8819BEE|1.0|STUDENT FEES|STUDENT FEES|STFE|Y|AK|
UA|SUPL|014FEE34CF339BEEE043814FD8819BEE|1.0|SUPPLEMENTAL PAYS|SUPPLMNT PAY|CMPN|Y|GA|
UA|TAX|014FEE34CF349BEEE043814FD8819BEE|1.0|TAXES|TAXES|GENX|Y|HV|
UA|TAXP|014FEE34CF359BEEE043814FD8819BEE|1.0|TAXES PAYABLE|TAX PAY|LIAB|Y|RP|
UA|TRAN|014FEE34CF369BEEE043814FD8819BEE|1.0|TRANSFER OF FUNDS|TRANSFER|TRSF|Y|SP|
UA|TRAV|014FEE34CF379BEEE043814FD8819BEE|1.0|TRAVEL|TRAVEL|TRVL|Y|MK|
UA|TREX|014FEE34CFA09BEEE043814FD8819BEE|1.0|TRANSFER - 5199 EXP|TRSF-EXPENSE|TRSF|Y|DZ|
UA|TRFE|014FEE34CF389BEEE043814FD8819BEE|1.0|TRANSFER - EXPENSE|TRANSFER-EXP|TFEX|N|MV|
UA|TRFI|014FEE34CF399BEEE043814FD8819BEE|1.0|TRANSFER - INCOME|TRANSFER-INC|TFIN|N|EK|
UA|TRIN|014FEE34CF3A9BEEE043814FD8819BEE|1.0|TRANSFER - 1699 INC|TRNSF-INCOME|TRSF|Y|DV|
UA|UTIL|014FEE34CF3B9BEEE043814FD8819BEE|1.0|ENERGY AND UTILITIES|UTILITIES|GENX|Y|HK|
UA|VADJ|014FEE34CF3C9BEEE043814FD8819BEE|1.0|VALUATIONS AND ADJUSTMENTS|VAL AND ADJ|GENX|Y|JA|
